	TF_1	TF_2	TF_3	TF_4	TF_5	TF_6	TF_7	TF_8	TF_9	TF_10	TF_11	TF_12	TF_13	TF_14	TF_15	TF_16	TF_17	TF_18	TF_19	TF_20	TF_21	TF_22	TF_23	TF_24	TF_25	TF_26	TF_27	TF_28	TF_29	TF_30	TF_31	TF_32	TF_33	TF_34	TF_35	TF_36	TF_37	TF_38	TF_39	TF_40	TF_41	TF_42	TF_43	TF_44	TF_45	TF_46	TF_47	TF_48	TF_49	TF_50	TF_51	TF_52	TF_53	TF_54	TF_55	TF_56	TF_57	TF_58	TF_59	TF_60	TF_61	TF_62	TF_63	TF_64	TF_65	TF_66	TF_67	TF_68	TF_69	TF_70
Cell_1	0.6478524571195375	1.092263299905272	-0.6456679394196764	0.1752412146720062	-2.4412953400917896	0.08855168765520073	0.22166531001438528	0.8828957230875669	-0.11360448239278423	-0.2869702221145193	1.7924153445071396	-0.2927835244713471	-0.4888678869895321	1.2683491078988596	0.5381388707485171	-0.9668505355373697	-0.036037484281201626	-0.8090973532287182	0.4639192266874498	0.2989240557834954	-3.5360864433979953	0.010410962670885114	-0.8246121738488934	-0.14152356237246777	0.02830957773943182	0.35605912088356473	-0.4577445562943843	1.479233502738047	-0.612963855846212	0.09761681044371832	1.299767442853229	0.44515481026237175	0.04733153880195583	2.234011718481322	-0.06904070813387875	1.3561044472146897	-0.4787848984361861	1.159465190694809	3.461530273467643	-0.42638709338807407	-0.023534117524764548	0.5283519475662158	-0.4846536247333206	0.1880808690251254	-0.09033503112825995	1.1996479159262947	-0.5128044225490461	-1.0335371045220412	-1.1437551427342474	-2.0951957914211716	-0.5534696239372219	0.44997769421017814	0.6714148638323397	0.009138304663682794	0.42280430051722934	-1.1063157599898044	2.090320569094354	0.044574686266521016	2.0379598786412036	-3.6706050585311596	-0.2731795424291263	1.4514458918238509	1.8370197505539607	1.7010566625138845	-1.9636065030087388	-0.009138304663682345	0.586163533442039	2.8241284636661397	0.5617516732878689	1.0386473346773084
Cell_2	1.5028029272916286	-0.21592538079820572	-0.4709625464300879	-0.36284448351597365	1.4894685991739187	0.01151292472380873	1.570731551903475	0.08059860387945286	0.4490565313367395	-1.4138357819803642	-3.8000828264537057	0.38328609448965073	-1.9193564790603248	-4.356020854474751	2.381349783495601	-1.209761249624355	1.3793922316154525	1.5328244365985508	2.083978899347284	1.783904792803219	2.439396069849673	-1.3462296668987446	0.22858957360212095	0.7565905491289098	-0.48845478490741445	-1.6254051641186453	-1.498055214694978	-0.11049355763245207	1.7060435355449057	-0.05588695214111996	0.10468578356171855	0.32202048238866665	0.15409815111932706	0.6683241750300515	-0.45155525313573924	0.8232155639238861	-1.1035876022644295	0.9298505193756892	-1.1772270061515675	0.8038023936600488	0.641718685938528	0.6248636001815976	-1.8790909858895484	2.877641741071026	-0.7860545259772275	-0.5411801452040772	-0.604512074622027	-1.598303585710513	-0.1643079195957146	-0.4288921597169435	0.5560351383896296	0.8227670663375932	1.7633213147323092	1.4577317620998866	2.2775697997148043	-0.6728972980929171	-0.9794781136605822	1.1841543600481708	-0.3505137873692988	-0.03861306872051328	-0.2912988960532755	0.0	-1.235107700527097	-0.002292081133090449	-2.7220273800974946	-0.03155132290647791	-0.11720333463285511	-0.05940883543510214	1.2482503440910724	-0.8880249996883904
Cell_3	-1.7039290721910463	0.40792640222213405	0.31574741433449366	1.1727309018229775	0.632617717986047	0.6001813432851186	-1.0849012667635332	-2.8656577903169937	-0.04058367923524629	0.6999929043178508	0.3217922481268927	-4.9229249346429915	-0.4148033861985859	0.7254156626408297	1.8655095138771167	-0.47052226726877083	3.771970482064965	0.27990927662214576	-2.35133236547333	-0.48144774034016685	-0.6397609263473546	-3.1299125835752055	0.4411994429195822	0.9548677122265147	0.2979917126931754	-0.16398038835323794	1.4039496818752932	0.2409942143680172	0.8963409950648812	-4.328902653302629	0.2870583767549902	-1.9288535693574793	0.6002422989061441	1.7569858240102048	1.2736108901330758	2.4390628899986146	0.5927835645722901	0.9594377106101476	-0.8319426365776642	-2.234533440410117	1.1020480397558696	2.396938480011934	-0.2025108325664962	1.1166616972213281	-0.10093607283767107	-0.9499380086050755	-0.10685365596638591	0.4343327145449466	0.6048269339844442	-0.5214824492636709	1.0240592110769333	-0.5516378699047416	4.913666452765234	0.5999709730264373	0.0027061737027132644	0.36765163343804746	-0.27772597658010867	-1.8903355617785396	0.7045846428580064	0.5843945290903164	0.9371620137355906	0.07328849286635213	1.2115919807067037	0.588069105569947	0.0	0.03724428130131773	-1.3893172618203564	1.5214499208549401	0.4346603262074168	0.01360407372682961
Cell_4	1.0196838384321052	0.3887381978458842	1.6155612157191572	-0.7433443706860435	0.9561230014141043	-4.77102623443168	1.1270473917080701	-0.043570900545503735	0.8255722763896026	-1.9499715486624534	-0.00250231655464561	-1.1058065794535923	2.269545378037836	-1.0816477318737374	1.4937642438604124	1.8970968394907848	1.1946145824528658	-0.29439684591188964	0.39867895162609257	-2.0557577642768243	1.29379724730211	-1.8267212445419971	-0.443450827985124	0.3906051002896614	0.9617552159186371	-2.190058324240692	-1.6760452078089698	0.019100833015088053	3.6493022947342286	-1.1658263569464327	-0.49631980103857465	1.050548606031443	0.9858414392837691	1.421426605098795	2.0449916653813136	0.06916900182614975	1.527019472372794	-0.23132574644183948	0.7573358087855402	-1.8785138238565715	-3.515150239069917	0.29308769822296926	-0.6083341365637517	0.5431201634418013	1.9288810695314023	0.364927321367838	0.19654763942470363	-0.1879524271384798	-0.3347349761350874	0.27723483993061754	-0.44712765266489923	-0.32944012596547884	-4.716874740310814	0.18781475679677895	-0.8636065746739081	-0.06273263208628174	-2.7898237428075126	-3.0020250910483384	-0.9970846479914416	0.07476392108099371	3.1750407809832195	0.033109528147155176	-0.12621372677926287	0.025305334747900192	-3.7084783186290515	1.41774505720571	1.149973809694619	1.1583137754506105	2.079466748452258	-2.091652158392452
Cell_5	2.644403055413613	-0.8196123649846125	-1.040496572375674	1.1780138140096665	0.38111074209130985	-1.603919670403618	0.4069376939133504	-1.3100288068644306	-0.5067037676550513	1.0758960659203536	-1.1359660490797918	-2.227338823353234	-1.1851395835734155	0.119653495994552	0.1333071412670417	-9.057524035278693	0.394110414884439	1.026543506611381	-0.23407015862237002	1.9113393435364014	0.8665779250904556	0.516025520969976	-0.38953171123472935	0.10172025432964076	-1.9245599732215377	0.18015448335180156	1.4224289478114236	-0.492078020131198	-0.5079677838705613	-0.7289569693171282	2.10176398117752	-0.06204751712849285	0.2668107867003029	0.4868439801370434	0.7732977196146028	1.0285621527548239	-0.7496952116809076	1.0191027120048133	-0.11294275612026139	1.3489344328020172	-0.9199308454116951	0.32234759979607996	0.770765194535788	-0.9045038708818601	-0.1525288584475837	-0.8173175788233418	-1.2323489392909885	-1.25465262324343	0.08362365305293332	-0.12871745952149466	-1.2982485838627758	2.060279041282085	-0.43291635094823644	-0.3096414494805352	-0.7832760438890856	0.49569677289814296	-0.3208541604129134	0.8402020550976764	0.03485410167819357	-0.18364278062840136	-0.598625480549039	0.2483963792617176	0.12953787738179529	1.4921765109796181	1.156673020927807	1.321495969715111	1.6362797805943035	1.981216607331272	2.3238997547946743	-5.188679242734386
Cell_6	-1.0891938578119102	-1.355896178619204	-0.06927109016483644	0.012316933922347294	-0.3411582926880779	0.9088966383509094	-5.742046716938962	2.240693024438124	-0.16496107166946813	-2.3299678322428115	-1.0556818981642455	-1.4454585635714057	-1.0821005382653848	0.20639520532189173	-0.24670325472497873	-1.719016150332003	1.3390985659300247	0.019705794726353903	0.9079550650459165	0.652190124560353	-0.23103317703461654	2.8083955694197007	1.6221487655663251	-1.508943099936947	0.88599128634541	1.1127547649184903	1.3521494384968173	1.962331666143174	3.9066292994456733	-5.000105536578998	-1.0362325475363534	-0.1999158848149305	0.2595442426964957	0.32710256907518204	-0.8541147328684247	0.9205744000476467	0.21123327484597246	-0.8314847266030252	-0.7952611138191559	-1.2524045391983065	2.0596928888773043	0.030614486293646975	0.24989846711203773	-3.5341743744727783	0.07235540820261492	0.46401019195755366	-1.320465482292413	0.8440199154012351	0.5100845365556056	0.3477763434764941	1.5006326164778667	-0.9897065768528107	1.9282973414949567	-0.6842598600666623	0.02724305792157789	-6.487613779378088	0.03965317477421332	2.5808485544819346	0.013935808226762443	0.18297069542414165	0.3921800475272345	1.7812883002236959	-2.5112955735434666	3.1105991826897728	0.42573198034165116	0.49303576757052553	-1.627449558126596	1.9786111944253728	0.269914458102868	-0.3488439795864229
Cell_7	0.4211887786813206	0.741950835928759	-2.190306400693496	0.0	-3.228773299092832	0.25790150642728116	0.475310043214421	-0.6622771130908199	0.24555737818052928	5.512685607867251	0.2205336632353027	1.901859121531146	-0.28771693729493564	0.24569309410135606	1.2308838380335785	-1.0542233605592382	0.8851322110567805	-2.7347477245419785	3.761526709204927	0.9774737809060376	-4.025720958552051	-2.2941399966038416	1.4061365622938835	-1.22375330690792	-3.2291531589580833	0.9506229397812812	-0.9224672798439899	0.6044525705331649	2.6854581445366335	0.41852008336464	0.4523631993503496	1.2388680268593941	0.4274357675458503	1.2935505759468966	0.39093359303130354	-0.24540105193198217	0.2009429539304173	2.168707172263336	-1.5604953208081875	-1.1950588135278295	-0.8684840113648986	0.4988667016173359	-1.0486889338772536	0.4287916901718565	-0.34049027358504513	-0.5841822039339382	4.642946984744751	-1.0126418246086262	-1.2560871624415664	-1.2244365470941156	1.1300047920914082	2.3091761737947865	-0.025948423330342973	1.582841080200561	0.8911068577363082	-1.6408309917235286	0.19462628966063908	1.0885455675459517	-0.3355209893216327	0.8960735051921122	-1.6825407413153506	0.40979170852361513	0.16523945003090815	-0.06788782246741978	3.2101716823872297	2.1076096318514392	0.6880025225004646	0.06944072138560808	0.9247629344206604	-0.4071537445454756
Cell_8	-0.25938708985587217	0.49878154271123876	3.2419711515806777	-0.6393426099014894	-0.06270991046713317	0.7958147254917299	1.057431571221631	-0.08441742850051995	0.5364372574306964	2.4236842660134306	0.3623197573471992	1.539997964340413	0.18775050507134786	-0.1363561959116484	0.13106160654218213	-0.5647033537032192	-0.2602395985893439	-1.4288411166673458	0.5593991303096543	0.21610748574484612	0.08907853323807727	-0.17561541357972255	0.30241368432319643	-1.6843840365057616	-0.6940642093070928	-0.7603787333407633	-1.2909453163876525	0.2645259800388502	5.447444569342881	-0.0399469814477778	1.342150720207781	-0.8102702104833701	0.16919807938063286	-1.4413099476024407	1.2055682808758732	0.6463489213594931	-3.2419711515806795	1.7142441484183506	-0.21192848186281663	2.285677172584629	-0.9124835976577632	-0.7209432259567723	1.1064567600486817	-0.5639687377590327	1.1616472165018281	1.2295663991348056	-0.09855496185554381	-0.8132289614718271	-3.3702016524253873	0.22093476192605357	-0.10308532771089858	-1.17923422216642	-0.7651789039972321	-1.5720163083801688	0.438795882881491	0.041707525498354055	-2.058739848905698	-1.5718264506191326	-1.2078430991881102	-0.37631407859186566	0.38358724047542614	-0.06278039356305289	1.918868194783867	2.931003354024726	1.4751679023959923	-0.7782183642897145	-0.8990025046059004	2.5841595072512997	-0.1958495069650007	-1.7759823461965363
Cell_9	-0.3998098363692042	0.40772626182018823	-0.41752661202097363	1.4437254918674245	-0.057791646355981274	0.13988874122899445	-0.1075096685434582	-1.5203569265612435	0.6561288656242975	-0.5566289046935898	-3.641073341631708	-0.0972279998432493	0.6680824220792297	0.3147738548261905	0.1643576274882824	0.25834155110434576	-1.404528043487461	0.132413062938678	-0.8312975766750575	-1.8575114280172014	0.793083113212559	0.0033834219184728214	0.08806604910844437	-0.6593670381133857	1.475367875016887	1.38453520535229	-0.8790676303653422	-3.017519517211697	1.322831705984341	0.19530579598834447	-3.538406992472616	1.60403015980896	2.430751838229577	-1.6065756610835207	3.9654780238053533	-0.7003061892484919	0.27562557282248623	1.2098990220811687	-2.688041799050002	-0.21687014798705573	-1.7723674124344921	0.7938741665022672	5.699004794913381	-3.364082681500464	3.5403066821516544	-0.7701750849169005	0.105336297493059	-1.5220339457494099	-1.2170087051985112	1.2607581032364956	-0.223768227159246	1.1847093918945217	1.5823716529288325	0.29649317957052396	-3.0660595981900856	0.17885759035471535	2.926126414914663	0.10036070855862547	-0.604633573838159	3.8475376868076863	-0.34065118284943746	-1.8577490778118435	-1.6046737043293668	3.261150583983268	-2.8177366732791636	-0.38138769997398975	0.10966820067141075	0.5462320665598852	-0.10961835665327452	-0.47664437288179123
Cell_10	-1.2584547132505948	0.1810986284931035	1.067619784233128	-2.6822676432768953	4.017470228606124	-2.2714462687509305	0.18126107384165593	-0.3009982673285871	-3.3589902726776453	-1.809326351704067	-0.6187200906005393	-0.47665608684859356	1.0354527915362413	-1.6830792471263094	0.39645772087877995	4.951983336159504	6.974014713203576	-1.0371868013048118	-0.36855163086267567	0.36265210711464263	-0.07733539813123722	-1.0718275609070487	-1.6926981754057067	-0.7952795281808122	2.3844987535489106	0.017984365430483575	-1.011614435950693	-1.883050232711587	1.208566522387265	-1.3122644894744235	-0.8960794219475889	-2.3223880179520946	1.6927030937459224	1.2747072171769591	4.179005337054516	0.5744181396870214	-1.858966027244731	0.05726710609855548	1.9453912821889163	0.9067365106045965	2.4554596590478583	-1.7838592287386583	0.48139517271777765	-0.08594600009678029	-0.7248177822676143	-0.11704665498573229	-1.5984714566367202	0.2747756373851569	-1.566417672169324	1.2479985611110147	0.9538148762646821	0.3947981992833025	0.2389105088298849	2.099154499202511	0.007499064819258445	-1.7148731843332474	-0.06454966206814707	0.9402344914539901	-0.40311799245254815	-0.9928133458182277	0.04242622922927264	1.6175678733338106	-0.5300872112559897	0.8453566203893417	-0.7167871445163799	1.610377344266357	-0.4447879660948009	-2.062124776317694	2.2192217028473666	-0.6148966141342428
